iIdConsultorio,CodReferencia,iidproducto,Cantidad,CantidadUsada
3,1705,1982,168,96
4,1923,45,97,11
4,1923,100,28,16
4,1923,7,245,90
4,1923,534,0,0
4,1923,870,248,38
4,1923,1101,15,5
4,1923,1564,107,0
4,1923,1569,55,16
5,1739,45,37,12
5,1739,100,14,13
5,1739,118,41,0
5,1739,497,52,66
5,1739,535,50,3
5,1739,1569,82,1
18,871,103,6,1
3,1708,120,15,8
3,1708,154,0,0
3,1708,514,0,0
16,1441,15,320,126
16,1441,497,49,45
16,1441,534,0,0
16,1441,535,0,0
16,1441,540,0,0
6,1795,534,0,0
6,1795,540,0,0
2,1794,1569,42,0
16,1443,118,10,4
16,1443,534,0,0
16,1443,535,0,0
16,1443,540,0,0
16,1443,1569,39,39
16,1443,1982,25,27
6,1797,142,48,5
6,1797,534,0,0
6,1797,540,0,0
6,1797,662,11,0
6,1797,2028,106,171
18,873,534,0,0
18,873,662,12,12
5,1741,72,129,9
5,1741,7,131,181
5,1741,534,0,0
5,1741,1479,60,117
5,1741,1982,224,83
4,1926,534,0,0
3,1711,120,92,31
3,1711,15,59,91
3,1711,534,0,0
2,1796,109,29,1
2,1796,120,13,0
2,1796,1138,205,44
2,1796,1139,221,40
2,1796,1982,11,0
19,995,109,100,237
19,995,497,70,133
19,995,534,0,0
19,995,979,79,944
13,844,534,0,0
6,1800,154,0,0
6,1800,534,0,0
6,1800,535,0,0
6,1800,540,0,0
16,1445,100,23,19
16,1445,490,99,9
16,1445,534,0,0
16,1445,535,10,0
16,1445,540,0,0
2,1799,100,46,23
2,1799,534,0,0
2,1799,733,129,15
5,1744,118,109,0
5,1744,497,98,137
5,1744,534,0,0
4,1929,118,51,20
4,1929,120,72,6
4,1929,15,1167,200
4,1929,490,618,38
4,1929,534,0,0
4,1929,1569,172,78
4,1929,1982,37,7
3,1713,534,0,0
3,1713,535,0,0
18,875,103,13,8
18,875,662,22,22
18,878,34,55,2
18,878,535,0,0
16,1448,534,0,0
16,1448,540,0,0
6,1802,535,0,0
4,1932,100,22,15
4,1932,109,29,7
4,1932,24,1675,17
4,1932,534,1,0
4,1932,535,52,2
5,1746,100,73,60
5,1746,1569,49,1
3,1716,118,55,24
3,1716,535,0,0
3,1716,1569,107,280
2,1801,109,66,5
2,1801,535,75,0
20,243,535,0,0
19,1002,383,360,1869
19,1002,497,113,232
19,1002,534,0,0
19,1002,979,196,2372
4,1935,100,64,57
4,1935,109,14,0
4,1935,497,46,48
4,1935,534,1,0
5,1747,7,215,239
5,1747,15,887,322
5,1747,497,13,8
5,1747,534,0,0
5,1747,1569,69,3
16,1450,100,12,6
16,1450,118,4,0
16,1450,497,7,18
16,1450,534,0,0
16,1450,540,0,0
6,1804,103,1,2
6,1804,154,0,0
6,1804,534,0,0
6,1804,535,0,0
6,1804,540,0,0
6,1804,662,29,4
6,1804,1569,14,0
18,880,103,1,0
18,880,534,0,0
18,880,535,0,0
18,880,662,4,3
3,1718,7,130,177
3,1718,15,421,520
3,1718,497,17,70
3,1718,534,0,0
2,1803,100,25,10
2,1803,534,0,0
2,1803,1569,6,0
20,245,535,0,0
16,1453,45,2,0
16,1453,118,2,0
16,1453,497,11,15
16,1453,1569,2,2
16,1453,1982,45,46
6,1807,534,0,0
6,1807,1982,0,0
2,1807,118,87,0
2,1807,120,56,1
2,1807,497,134,12
2,1807,534,0,0
4,1938,534,1,0
5,1750,497,42,62
5,1750,534,0,0
13,848,534,0,0
3,1719,100,38,55
3,1719,109,26,10
3,1719,534,0,0
18,882,103,3,1
18,882,662,4,1
4,1941,109,95,18
4,1941,497,121,60
4,1941,534,3,0
4,1941,1982,74,5
3,1722,497,22,63
3,1722,534,0,0
3,1722,1569,106,247
3,1722,1982,85,59
18,885,662,25,20
5,1753,109,105,19
5,1753,118,63,0
5,1753,497,19,14
5,1753,534,0,0
5,1753,1982,172,99
19,1008,1982,39,16
16,1456,100,23,30
16,1456,118,4,0
16,1456,7,47,15
16,1456,497,17,18
16,1456,540,0,0
16,1456,662,1,1
16,1456,1569,110,113
6,1809,540,0,0
6,1809,1569,42,2
2,1809,100,113,58
2,1809,1569,6,0
4,1944,534,1,0
4,1944,1138,78,20
3,1724,534,0,0
5,1755,71,0,0
5,1755,72,206,0
5,1755,497,8,9
5,1755,534,0,0
5,1755,1569,34,1
5,1755,1138,956,199
16,1459,109,3,2
16,1459,118,12,0
16,1459,534,0,0
16,1459,540,0,0
16,1459,662,9,2
18,886,103,2,0
18,886,534,0,0
18,886,540,0,0
19,1010,534,0,0
19,1010,1569,190,19
2,1811,534,0,0
2,1811,1569,23,0
2,1811,1982,6,0
6,1811,154,0,0
6,1811,534,0,0
6,1811,540,0,0
6,1811,1982,0,0
13,851,534,0,0
16,1461,109,9,5
16,1461,118,10,0
16,1461,497,14,0
16,1461,534,0,0
16,1461,540,0,0
5,1758,497,43,42
4,1947,45,437,11
4,1947,100,95,75
4,1947,154,0,0
4,1947,534,1,0
3,1727,118,15,4
3,1727,120,47,12
3,1727,497,38,69
19,1013,534,0,0
19,1013,540,0,0
6,1814,662,10,0
6,1814,1874,108,0
18,888,103,4,0
18,888,534,0,0
18,888,662,4,7
18,888,1906,84,173
2,1814,109,30,3
2,1814,142,275,0
16,1464,100,22,23
16,1464,118,6,0
16,1464,497,29,18
16,1464,1564,8,7
6,1816,103,1,0
6,1816,154,0,0
6,1816,534,0,0
6,1816,662,46,1
6,1816,2028,100,132
4,1950,534,2,0
4,1950,1569,56,28
18,890,662,4,7
19,1016,497,18,23
5,1761,102,38,0
5,1761,1564,64,1
5,1761,1569,62,1
3,1729,1628,105,218
7,1812,90,0,0
5,1762,118,86,4
5,1762,1479,83,83
2,1816,109,90,4
2,1816,1056,111,0
2,1816,1376,483,57
2,1816,1569,15,0
19,1019,100,256,6
19,1019,497,43,91
18,893,103,1,0
18,893,662,32,25
16,1467,662,7,2
16,1467,1479,4,0
16,1467,1982,29,34
3,1730,118,88,58
3,1730,490,106,37
3,1730,1569,108,231
6,1818,154,0,0
6,1820,534,0,0
6,1820,690,40,0
6,1820,1569,33,0
4,1956,534,0,0
4,1956,1569,42,18
16,1470,45,6,0
16,1470,100,18,11
16,1470,109,19,10
16,1470,118,4,0
16,1470,7,82,33
16,1470,490,42,24
16,1470,497,30,48
16,1470,534,0,0
16,1470,733,121,15
19,1022,7,211,45
19,1022,497,23,41
19,1022,534,0,0
18,895,103,9,2
18,895,34,118,1
18,895,534,0,0
5,1764,497,54,67
5,1764,534,0,0
3,1733,100,21,36
3,1733,109,37,19
3,1733,497,108,218
3,1733,534,0,0
3,1733,1982,77,57
2,1819,38,208,10
2,1819,100,64,40
13,855,534,0,0
18,897,534,0,0
19,1024,497,224,480
19,1024,534,0,0
19,1024,979,101,1508
19,1024,1982,53,8
16,1472,72,8,5
16,1472,118,0,0
16,1472,156,2,0
16,1472,514,0,0
16,1472,534,0,0
16,1472,660,0,0
16,1472,670,208,32
16,1472,690,636,58
5,1768,690,678,42
5,1768,1982,172,62
4,1959,109,29,7
4,1959,497,191,73
4,1959,534,8,0
4,1959,1138,130,51
4,1959,1139,350,106
3,1735,534,0,0
2,1821,497,178,35
2,1821,1138,441,41
2,1821,1139,489,43
16,1475,118,0,0
16,1475,534,0,0
16,1475,1982,27,130
18,900,142,403,1185
18,900,534,0,0
18,900,662,31,27
19,1027,109,27,57
19,1027,534,0,0
5,1769,7,198,240
5,1769,497,12,16
5,1769,632,117,35
5,1769,661,0,0
5,1769,1569,29,0
4,1962,7,333,166
4,1962,1569,296,102
4,1962,1982,39,10
2,1823,1569,22,0
2,1823,1982,5,0
2,1825,118,63,0
2,1825,120,31,6
2,1825,1982,5,0
19,1029,540,0,0
18,902,540,0,0
16,1477,100,15,17
16,1477,118,3,0
16,1477,497,26,46
16,1477,540,0,0
16,1477,1056,0,0
16,1477,1479,18,6
16,1477,1628,35,10
5,1770,497,123,109
5,1770,1000,0,0
4,1965,1564,129,9
3,1739,120,99,7
6,1827,261,15,0
6,1827,540,0,0
5,1773,490,252,39
5,1773,1270,251,78
5,1773,1564,107,10
5,1773,1569,40,0
19,1032,540,0,0
18,904,540,0,0
4,1968,100,18,12
4,1968,109,150,13
6,1829,103,0,0
6,1829,1023,5,0
2,1827,100,36,7
16,1482,118,2,0
2,1830,100,93,80
2,1830,109,18,1
2,1830,662,0,0
2,1830,733,175,15
2,1830,1569,31,0
2,1830,1982,20,0
4,1971,100,148,55
4,1971,102,594,366
4,1971,118,54,33
4,1971,120,73,7
18,905,103,4,0
18,905,662,11,7
5,1774,71,1,8
5,1774,100,4,2
5,1774,1569,30,5
5,1774,1982,252,140
3,1743,100,16,22
3,1743,1569,9,12
6,1831,662,52,0
16,1484,100,18,30
16,1484,118,5,0
16,1484,1569,50,39
6,1833,540,0,0
6,1833,1569,13,0
6,1833,2028,181,340
4,1974,1270,183,129
4,1974,1982,66,11
5,1777,102,597,415
5,1777,120,80,1
5,1777,540,0,0
5,1777,1979,0,0
19,1037,979,136,1804
18,907,662,12,9
3,1745,1569,39,62
16,1487,45,6,2
16,1487,109,10,6
16,1487,497,7,6
16,1487,534,0,0
16,1487,662,3,1
16,1487,1982,38,131
5,1780,100,66,45
5,1780,118,38,3
5,1780,497,27,4
5,1780,534,0,0
6,1837,103,0,0
6,1837,497,20,42
6,1837,534,0,0
6,1837,1023,171,1
4,1977,534,2,0
4,1977,1220,0,0
3,1747,7,203,265
3,1747,534,0,0
19,1039,109,21,55
19,1039,384,1031,0
18,910,37,593,98
18,910,662,37,22
2,1834,109,178,9
16,1489,100,13,23
16,1489,497,64,135
16,1489,534,0,0
16,1489,535,0,0
4,1980,534,2,0
4,1980,870,150,14
3,1750,534,0,0
3,1750,1982,1,1
19,1041,534,0,0
19,1041,540,0,0
18,912,103,0,0
18,912,534,0,0
18,912,540,0,0
6,1840,534,0,0
6,1840,1982,0,0
2,1837,1101,47,52
5,1784,534,0,0
5,1784,1569,92,4
4,1983,534,3,0
3,1753,534,0,0
3,1753,1270,10,4
3,1753,1982,111,76
2,1839,118,123,6
2,1839,120,55,0
19,1044,534,0,0
19,1044,540,0,0
16,1492,109,20,14
16,1492,118,2,0
16,1492,535,0,0
6,1842,303,158,632
6,1842,1569,44,0
16,1494,118,0,0
16,1494,490,31,6
16,1494,534,0,0
16,1494,535,2,0
5,1787,497,67,52
5,1787,1979,0,0
2,1841,1569,16,0
4,1986,1101,23,0
18,916,103,7,2
6,1845,540,0,0
5,1790,7,170,172
5,1790,870,966,1
4,1989,534,0,0
4,1989,1138,215,55
3,1759,490,271,87
3,1759,534,0,0
3,1759,1569,50,74
6,1848,534,0,0
6,1848,540,0,0
19,1048,109,71,197
19,1048,497,22,43
16,1496,100,17,25
16,1496,142,36,37
16,1496,1564,9,5
18,917,662,8,8
18,917,1569,240,277
2,1844,100,88,42
2,1844,103,271,34
2,1844,497,86,20
2,1844,594,72,2
2,1844,1101,138,96
2,1844,1564,288,2
5,1793,118,12,0
5,1793,534,0,0
4,1992,534,0,0
4,1992,1982,147,19
18,920,534,0,0
18,920,662,6,7
19,1051,383,324,1211
19,1051,497,105,222
6,1850,534,0,0
16,1499,118,3,0
2,1846,1569,70,19
2,1846,1982,23,0
16,1501,100,13,13
16,1501,118,11,0
16,1501,120,3,0
16,1501,534,0,0
16,1501,535,4,0
16,1501,662,2,1
16,1501,1569,45,44
16,1501,1982,42,47
6,1853,103,1,2
6,1853,142,927,35
6,1853,261,17,0
6,1853,534,0,0
6,1853,662,13,0
6,1853,1982,2,2
5,1794,118,56,6
5,1794,497,32,38
5,1794,534,0,0
4,1995,534,0,0
4,1995,1569,193,33
3,1762,100,37,47
3,1762,118,4,0
3,1762,534,0,0
2,1848,45,152,4
2,1848,24,1381,713
19,1053,979,210,1712
18,922,662,15,8
16,1503,535,0,0
16,1503,632,136,90
2,1849,535,18,0
2,1849,660,0,0
2,1849,1982,39,0
5,1796,497,39,23
5,1796,535,3,0
5,1796,1569,24,10
4,1998,100,15,8
4,1998,109,36,1
4,1998,497,71,11
4,1998,534,1,0
4,1998,535,3,0
4,1998,1056,424,3
3,1765,118,39,29
3,1765,534,0,0
19,1054,535,2,0
18,924,103,1,2
18,924,535,1,1
6,1855,535,0,0
20,272,535,0,0
5,1797,535,5,0
5,1797,1479,96,225
5,1797,1569,18,3
5,1797,1982,29,14
18,926,103,13,0
18,926,662,4,2
6,1858,662,25,1
6,1858,1874,55,0
19,1055,1982,80,22
4,2001,100,76,10
4,2001,118,77,7
4,2001,120,106,7
4,2001,534,1,0
16,1506,490,75,38
16,1506,534,0,0
16,1506,535,1,0
16,1506,662,0,0
3,1766,534,0,0
3,1766,1569,36,49
2,1852,100,41,4
2,1852,497,206,57
2,1852,1024,20,0
2,1852,1056,567,0
13,866,534,0,0
18,928,662,43,53
18,928,1906,160,282
5,1799,497,193,137
5,1799,1569,209,31
5,1799,1581,5,4
5,1799,1982,140,92
4,2004,109,139,19
4,2004,534,2,0
4,2004,535,5,1
16,1508,118,1,0
16,1508,120,8,0
16,1508,497,15,50
16,1508,534,0,0
16,1508,540,0,0
6,1860,534,0,0
6,1860,535,0,0
6,1860,624,175,94
6,1860,1569,22,1
2,1854,1220,0,0
2,1854,1448,0,0
20,274,535,0,0
5,1801,1,14,4
5,1801,71,134,27
5,1801,72,183,12
5,1801,534,0,0
5,1801,535,6,0
5,1801,1581,279,483
16,1512,100,10,23
16,1512,118,5,0
16,1512,7,158,137
16,1512,662,2,0
16,1512,1056,0,0
6,1862,534,0,0
6,1862,662,15,0
18,930,34,465,9
18,930,534,0,0
19,1060,100,89,4
19,1060,497,233,270
3,1773,497,93,362
3,1773,534,0,0
3,1773,1569,172,229
4,2008,497,162,64
4,2008,534,1,0
4,2008,535,2,0
4,2008,870,238,14
4,2008,1564,86,11
2,1855,100,50,30
4,2013,534,1,0
4,2013,535,1,0
4,2013,1569,321,99
16,1515,109,2,1
16,1515,118,1,0
16,1515,497,66,207
16,1515,535,1,0
5,1803,100,31,30
5,1803,7,38,57
5,1803,535,11,0
18,932,535,2,2
19,1063,535,2,0
6,1864,535,2,0
6,1864,690,7,0
3,1777,120,53,16
3,1777,535,0,0
2,1857,109,269,18
2,1857,1569,77,0
20,276,535,0,0
4,2016,100,56,51
4,2016,7,394,123
4,2016,535,8,0
16,1517,100,19,18
16,1517,118,8,0
16,1517,534,0,0
16,1517,535,1,0
16,1517,661,0,0
16,1517,1056,5,8
16,1517,1270,23,9
16,1517,1479,11,0
16,1517,1569,94,80
16,1517,1982,13,13
19,1066,534,0,0
19,1066,1270,7,2
18,934,534,0,0
5,1805,109,40,6
5,1805,118,63,7
5,1805,120,128,0
5,1805,490,540,112
5,1805,534,0,0
5,1805,632,83,34
5,1805,1000,0,0
5,1805,1270,183,213
5,1805,1139,47,39
6,1865,534,0,0
6,1865,540,0,0
6,1865,1270,0,0
6,1865,1569,73,2
3,1780,118,55,27
3,1780,534,0,0
3,1780,662,10,0
3,1780,1982,96,76
2,1859,118,76,0
2,1859,120,44,0
2,1859,535,1,0
2,1859,1270,12,1
2,1859,1982,4,0
16,1520,118,1,0
16,1520,534,0,0
16,1520,662,0,0
16,1520,1982,19,20
6,1868,534,0,0
6,1868,662,8,0
6,1868,1024,0,0
4,2019,1,254,4
4,2019,534,0,0
4,2019,1138,27,7
4,2019,1139,29,9
4,2019,1982,149,51
19,1070,109,26,38
18,936,103,5,0
18,936,662,8,9
5,1807,1,259,73
5,1807,7,499,678
5,1807,534,0,0
5,1807,733,599,37
5,1807,1152,0,0
5,1807,1564,73,0
2,1863,100,61,35
2,1863,1982,1,0
3,1783,109,21,23
3,1783,534,0,0
12,421,534,0,0
4,2022,490,903,52
4,2022,534,3,0
5,1809,534,0,0
5,1809,1152,0,0
5,1809,1982,80,36
16,1523,109,16,10
16,1523,118,2,0
16,1523,534,0,0
16,1523,662,8,3
16,1523,1152,0,0
6,1871,103,0,0
6,1871,534,0,0
6,1871,662,12,0
6,1871,2028,1829,925
19,1073,534,0,0
18,938,103,36,0
18,938,662,16,20
3,1785,100,10,15
16,1525,102,838,980
16,1525,118,12,0
16,1525,1982,23,29
4,2025,1138,45,23
19,1075,1152,0,0
5,1811,1152,0,0
2,1868,1376,236,20
6,1873,662,3,0
16,1527,100,19,52
16,1527,33,165,0
16,1527,534,0,0
16,1527,535,0,0
16,1527,733,19,13
6,1875,534,0,0
6,1875,535,0,0
6,1875,662,8,0
6,1875,690,3,0
6,1875,1874,57,0
19,1078,118,4,1
19,1078,534,0,0
19,1078,535,0,0
19,1078,979,315,122
18,942,534,0,0
18,942,535,2,2
18,942,661,13,21
18,942,662,19,42
5,1813,534,0,0
5,1813,535,1,0
5,1813,1152,0,0
5,1813,1982,72,36
3,1788,534,0,0
3,1788,535,0,0
2,1870,100,50,23
2,1870,138,7,4
2,1870,155,680,870
2,1870,534,0,0
2,1870,535,7,0
2,1870,733,196,16
2,1870,1220,0,0
2,1870,1448,0,0
2,1870,1982,6,0
4,2028,534,2,0
4,2028,535,2,0
4,2028,1220,0,0
4,2028,1139,826,106
4,2028,1448,0,0
20,278,535,0,0
4,2031,100,95,58
4,2031,497,105,65
4,2031,534,0,0
4,2031,535,8,0
19,1079,100,95,12
19,1079,109,157,48
19,1079,535,1,0
18,944,662,19,40
3,1791,100,48,55
3,1791,120,13,1
3,1791,534,0,0
3,1791,535,0,0
3,1791,662,98,3
2,1873,662,0,0
2,1873,1101,102,121
5,1815,497,51,28
5,1815,534,0,0
5,1815,535,11,2
16,1529,118,2,0
16,1529,534,0,0
16,1529,535,3,0
16,1529,1564,3,1
16,1531,100,19,28
16,1531,118,12,10
16,1531,497,16,26
16,1531,534,0,0
16,1531,1479,11,0
16,1531,1982,28,27
4,2034,138,39,0
4,2034,534,6,0
4,2034,1564,184,51
6,1879,534,0,0
6,1879,662,5,0
6,1879,690,26,0
6,1879,1982,0,0
18,947,103,9,0
5,1816,100,36,26
5,1816,1982,104,90
2,1875,45,370,6
18,949,662,10,12
4,2037,109,78,6
4,2037,154,0,0
4,2037,1138,515,62
2,1877,38,735,137
2,1877,100,46,23
2,1877,118,148,0
2,1877,120,90,0
2,1877,1024,12,0
2,1877,1138,2227,432
2,1877,1139,1322,205
16,1534,118,2,0
16,1534,156,17,0
16,1534,497,18,34
6,1882,662,3,0
3,1795,109,63,29
3,1795,118,52,51
3,1795,120,113,22
3,1795,138,847,17
5,1818,660,0,0
5,1818,1979,0,0
19,1089,535,5,0
18,950,535,3,3
18,950,662,11,8
16,1536,72,10,0
16,1536,118,3,0
16,1536,490,23,16
16,1536,534,0,0
16,1536,535,0,0
16,1536,733,265,18
3,1797,15,312,258
3,1797,497,11,54
3,1797,534,0,0
3,1797,535,0,0
3,1797,1628,112,177
3,1797,1982,120,98
4,2040,142,137,1
4,2040,15,500,42
4,2040,497,110,68
4,2040,535,1,0
4,2040,1982,35,14
5,1820,109,145,12
5,1820,497,113,99
5,1820,535,16,0
2,1879,497,266,119
2,1879,535,20,0
2,1879,1564,345,0
2,1879,1982,3,0
20,280,535,0,0
6,1884,535,0,0
6,1884,662,19,0
16,1539,100,7,19
16,1539,118,11,8
16,1539,15,45,76
16,1539,497,23,54
16,1539,534,0,0
16,1539,535,3,0
16,1539,1982,27,29
6,1887,24,390,52
19,1092,497,116,135
19,1092,534,0,0
18,952,534,0,0
18,952,662,9,7
5,1822,100,18,14
5,1822,118,6,2
5,1822,15,115,99
5,1822,534,0,0
5,1822,1569,8,3
5,1822,1139,829,144
4,2043,534,5,0
4,2043,1092,0,0
4,2043,1220,0,0
3,1800,497,79,224
3,1800,534,0,0
3,1800,1569,109,102
2,1881,100,29,12
2,1881,1569,20,0
2,1881,1982,18,0
7,1874,90,0,0
16,1541,100,25,34
16,1541,109,5,3
16,1541,118,5,10
16,1541,497,50,119
16,1541,534,0,0
16,1541,1569,58,46
18,954,103,11,0
18,954,662,30,33
19,1094,1270,47,9
5,1823,118,17,12
5,1823,534,0,0
5,1823,1270,65,38
5,1823,1479,73,128
5,1823,1569,61,28
5,1823,1982,418,243
4,2046,100,19,4
4,2046,118,23,9
4,2046,120,38,4
4,2046,534,0,0
4,2046,1270,214,2
4,2046,1569,34,7
4,2046,1982,155,25
3,1803,534,0,0
3,1803,1581,104,164
6,1890,261,20,0
2,1884,100,76,35
2,1884,142,447,1
2,1884,1569,39,0
3,1806,100,14,22
3,1806,118,29,32
3,1806,534,0,0
3,1806,1270,204,95
4,2049,534,0,0
5,1826,100,21,16
5,1826,118,24,27
5,1826,534,0,0
5,1826,632,159,60
5,1826,1270,635,144
5,1826,1564,233,12
18,957,534,0,0
16,1543,118,2,0
16,1543,120,3,0
16,1543,490,88,44
16,1543,662,2,0
16,1543,1270,71,15
16,1543,1982,19,20
6,1892,662,14,0
6,1892,1569,24,1
2,1886,1101,344,414
16,1547,72,5,3
16,1547,118,6,0
16,1547,15,101,56
16,1547,534,0,0
16,1547,535,0,0
6,1895,534,0,0
6,1895,535,0,0
19,1098,383,491,334
19,1098,1982,55,13
18,959,103,13,0
18,959,662,13,14
5,1829,72,41,36
5,1829,15,819,359
5,1829,497,52,53
5,1829,535,10,0
5,1829,1000,0,0
5,1829,1569,56,29
4,2053,100,76,26
4,2053,109,69,2
4,2053,534,2,0
4,2053,535,2,0
4,2053,1569,133,14
3,1810,535,0,0
2,1890,72,81,246
2,1890,100,118,71
2,1890,102,219,480
2,1890,103,609,8
2,1890,15,279,140
2,1890,535,1,0
2,1890,1982,66,20
20,287,535,0,0
16,1549,100,21,57
16,1549,109,5,3
16,1549,497,76,104
16,1549,534,0,0
16,1549,535,1,0
16,1549,1479,4,32
5,1832,118,40,23
5,1832,497,40,61
5,1832,535,1,0
3,1813,100,44,27
3,1813,109,115,22
3,1813,534,0,0
3,1813,535,5,16
3,1813,1569,75,71
19,1101,100,220,10
18,961,535,2,2
18,961,662,24,37
4,2056,142,494,25
4,2056,534,1,0
4,2056,535,3,0
6,1897,534,0,0
6,1897,662,9,0
2,1893,535,6,0
2,1893,1376,286,29
2,1893,1569,9,0
19,1103,497,63,49
18,963,662,26,27
5,1834,38,1702,50
5,1834,497,151,172
5,1834,534,0,0
5,1834,535,27,8
5,1834,1569,96,36
4,2059,109,27,3
4,2059,497,141,47
4,2059,534,1,0
4,2059,535,5,0
4,2059,870,269,136
16,1552,118,8,0
16,1552,535,0,0
16,1552,662,13,2
16,1552,1628,24,18
16,1552,1982,20,26
3,1815,490,249,84
3,1815,534,0,0
6,1898,662,65,0
2,1896,118,108,0
2,1896,120,29,0
2,1896,1569,20,0
16,1554,1569,39,42
4,2062,534,1,0
5,1836,72,31,4
5,1836,534,0,0
3,1819,118,26,15
3,1819,534,0,0
3,1819,1982,101,67
6,1900,534,0,0
6,1900,733,12,0
6,1900,1569,60,0
6,1900,1874,76,0
6,1901,154,0,0
2,1898,109,27,2
13,882,534,0,0
2,1900,100,58,38
2,1900,109,160,184
2,1900,7,216,168
2,1900,487,1031,179
2,1900,497,135,66
2,1900,535,4,0
2,1900,565,0,0
2,1900,594,39,4
2,1900,1024,10,0
2,1900,1569,43,0
2,1901,534,0,0
5,1839,72,713,153
5,1839,100,53,32
5,1839,118,33,7
5,1839,7,74,72
5,1839,24,1851,24
5,1839,534,0,0
5,1839,1479,44,40
4,2065,45,292,10
4,2065,100,35,14
4,2065,109,169,28
4,2065,534,2,0
4,2065,535,1,0
4,2065,1569,138,13
4,2065,1982,103,39
16,1557,45,6,1
16,1557,100,7,12
16,1557,109,10,6
16,1557,118,1,0
16,1557,7,9,13
16,1557,534,0,0
16,1557,535,0,0
16,1557,1564,5,4
16,1557,1982,22,20
19,1108,535,2,0
18,967,103,4,0
18,967,534,0,0
18,967,662,15,18
3,1822,7,34,63
3,1822,534,0,0
3,1822,535,0,0
3,1822,1569,104,92
6,1903,7,104,0
6,1903,534,0,0
6,1903,535,0,0
6,1903,690,18,0
20,293,535,0,0
3,1824,100,36,39
3,1824,534,0,0
3,1824,535,2,4
19,1110,7,224,33
18,970,103,13,0
18,970,662,16,23
18,970,1569,327,360
5,1841,7,121,129
5,1841,497,19,25
5,1841,1569,33,10
5,1841,1982,115,74
16,1560,100,19,25
16,1560,118,3,0
16,1560,534,0,0
16,1560,535,0,0
16,1560,1479,22,104
4,2068,100,78,56
4,2068,534,0,0
4,2068,535,5,0
6,1905,33,0,0
6,1905,534,0,0
2,1904,100,13,9
2,1904,733,200,179
16,1563,118,4,0
16,1563,120,0,0
16,1563,142,26,24
16,1563,7,50,85
16,1563,534,0,0
16,1563,535,0,0
16,1563,632,225,125
5,1842,497,54,90
5,1842,535,1,0
4,2071,7,55,13
4,2071,497,70,26
4,2071,534,0,0
4,2071,535,0,0
19,1112,497,43,64
19,1112,534,0,0
18,971,662,8,13
3,1827,118,34,18
3,1827,120,81,31
3,1827,497,5,20
3,1827,535,12,16
6,1908,103,0,0
6,1908,534,0,0
2,1906,100,37,7
2,1906,1982,1,0
3,1829,497,39,90
2,1909,100,114,71
2,1909,118,69,20
2,1909,120,31,9
2,1909,535,4,0
2,1909,1569,50,26
2,1909,1982,27,22
4,2074,118,13,0
4,2074,120,99,7
4,2074,534,1,0
4,2074,535,3,0
5,1845,118,19,1
5,1845,535,4,0
5,1845,1569,64,8
16,1565,120,0,0
16,1565,534,0,0
16,1565,535,0,0
16,1565,1569,47,35
16,1565,1982,49,47
18,973,103,17,94
18,973,534,0,0
18,973,535,1,1
18,973,662,17,27
6,1910,534,0,0
19,1117,497,41,39
19,1117,535,0,0
19,1117,979,148,72
5,1847,497,34,46
5,1847,1982,194,103
4,2077,534,0,0
4,2077,535,0,0
4,2077,1569,117,6
16,1567,118,0,0
16,1567,120,0,0
16,1567,534,0,0
16,1567,535,0,0
18,975,535,0,0
18,975,662,9,9
6,1912,534,0,0
2,1911,497,48,46
2,1911,534,0,0
3,1832,534,0,0
16,1569,72,31,19
16,1569,100,17,39
16,1569,118,8,8
16,1569,120,0,0
16,1569,497,3,2
16,1569,534,0,0
16,1569,535,1,0
5,1850,100,6,1
5,1850,118,2,0
5,1850,7,58,76
5,1850,497,36,61
5,1850,535,4,0
4,2080,7,322,249
4,2080,15,515,282
4,2080,497,107,106
4,2080,534,5,0
4,2080,535,3,0
4,2080,1982,108,50
18,977,662,6,8
6,1914,303,171,648
6,1914,261,30,0
6,1914,534,0,0
6,1914,535,0,0
3,1833,535,2,0
20,300,535,0,0
16,1572,103,41,60
16,1572,15,142,72
16,1572,497,49,90
16,1572,534,0,0
16,1572,535,0,0
16,1572,662,4,3
6,1917,38,366,4
6,1917,33,8,0
6,1917,154,0,0
6,1917,497,0,0
6,1917,662,18,38
6,1917,1569,28,0
19,1121,540,0,0
4,2083,100,28,22
4,2083,534,5,0
4,2083,535,12,0
4,2083,1564,218,76
3,1835,100,52,25
3,1835,7,57,75
3,1835,534,0,0
3,1835,535,2,8
3,1835,662,89,20
3,1835,1569,71,87
3,1835,1982,42,33
5,1851,118,6,0
5,1851,497,77,105
5,1851,1479,74,115
18,979,103,10,90
18,979,662,20,30
2,1916,21,1942,54
2,1916,497,123,73
16,1575,118,8,0
16,1575,154,0,0
16,1575,534,0,0
16,1575,535,2,0
16,1575,663,0,0
6,1920,103,0,0
6,1920,533,0,0
6,1920,534,0,0
6,1920,535,0,0
6,1920,690,11,0
6,1920,1982,0,0
4,2086,118,57,44
4,2086,534,0,0
4,2086,535,0,0
19,1123,497,63,50
19,1123,535,3,0
18,981,103,5,41
18,981,535,3,3
18,981,662,2,6
2,1918,118,15,0
2,1918,120,9,18
2,1918,489,1550,224
2,1918,535,1,0
2,1918,1024,30,0
2,1918,1376,86,61
2,1918,1564,282,18
2,1918,1569,12,21
2,1918,1982,2,0
5,1854,118,158,14
5,1854,7,207,224
