iIdBodega,iIdTipoMov,iIdMovimiento,iIdproducto,dCantidad,iIdBodegaSolicita,dCantidadAprobada,StockActual
1,1,463,172,100.0000,3,100.0000,840.00
1,1,464,207,1.0000,3,1.0000,0.00
1,1,464,187,1.0000,3,1.0000,17.00
1,1,767,167,4.0000,6,4.0000,20.00
1,1,767,160,4.0000,6,4.0000,10.00
1,1,3,229,20.0000,8,20.0000,240.00
1,1,465,164,3.0000,3,3.0000,11.00
1,1,465,192,2.0000,3,2.0000,2.00
1,1,465,68,1.0000,3,1.0000,12.00
1,1,768,3,5.0000,6,5.0000,28.00
1,1,768,2,5.0000,6,5.0000,47.00
1,1,768,4,5.0000,6,5.0000,15.00
1,1,768,51,5.0000,6,5.0000,40.00
1,1,769,167,2.0000,6,2.0000,18.00
1,1,769,160,3.0000,6,3.0000,7.00
1,1,466,164,2.0000,3,2.0000,9.00
1,1,467,187,2.0000,3,2.0000,0.00
1,1,468,172,150.0000,3,150.0000,690.00
1,1,468,187,2.0000,3,2.0000,15.00
1,1,468,115,3.0000,3,3.0000,0.00
1,1,468,211,10.0000,3,10.0000,5.00
1,1,20,3,7.0000,1,7.0000,0.00
1,1,770,167,2.0000,6,2.0000,0.00
1,1,469,122,4.0000,3,4.0000,3.00
1,1,469,164,3.0000,3,3.0000,6.00
1,1,469,192,1.0000,3,1.0000,9.00
1,1,771,3,7.0000,6,7.0000,36.00
1,1,771,186,10.0000,6,10.0000,6.00
1,1,771,51,5.0000,6,5.0000,35.00
1,1,772,52,1.0000,6,1.0000,3.00
1,1,772,167,3.0000,6,3.0000,15.00
1,1,470,136,2.0000,3,2.0000,0.00
1,1,773,3,5.0000,6,5.0000,0.00
1,1,773,168,5.0000,6,5.0000,0.00
1,1,774,167,3.0000,6,3.0000,0.00
1,1,774,46,1.0000,6,1.0000,0.00
1,1,775,2,10.0000,6,10.0000,37.00
1,1,775,3,10.0000,6,10.0000,26.00
1,1,775,4,5.0000,6,5.0000,25.00
1,1,775,51,15.0000,6,15.0000,20.00
1,1,775,168,5.0000,6,5.0000,32.00
1,1,21,167,3.0000,1,3.0000,0.00
1,1,21,160,2.0000,1,2.0000,0.00
1,1,21,136,1.0000,1,1.0000,0.00
1,1,21,46,1.0000,1,1.0000,0.00
1,1,21,122,2.0000,1,2.0000,0.00
1,1,776,7,1.0000,6,1.0000,9.00
1,1,152,210,150.0000,5,150.0000,0.00
1,1,471,192,3.0000,3,3.0000,10.00
1,1,471,164,5.0000,3,4.0000,18.00
1,1,471,122,4.0000,3,3.0000,1.00
1,1,472,187,2.0000,3,2.0000,13.00
1,1,472,201,1.0000,3,1.0000,5.00
1,1,777,166,1.0000,6,1.0000,0.00
1,1,777,167,4.0000,6,4.0000,8.00
1,1,777,160,4.0000,6,4.0000,1.00
1,1,777,46,1.0000,6,1.0000,2.00
1,1,777,136,1.0000,6,1.0000,0.00
1,1,777,122,1.0000,6,1.0000,1.00
1,1,778,51,10.0000,6,10.0000,10.00
1,1,473,164,2.0000,3,2.0000,16.00
1,1,473,192,1.0000,3,1.0000,9.00
1,1,473,138,1.0000,3,1.0000,2.00
1,1,474,179,1.0000,3,1.0000,0.00
1,1,474,206,1.0000,3,1.0000,0.00
1,1,475,179,1.0000,3,1.0000,0.00
1,1,475,206,1.0000,3,1.0000,2.00
1,1,475,172,100.0000,3,100.0000,590.00
1,1,475,170,10.0000,3,10.0000,55.00
1,1,779,3,5.0000,6,5.0000,21.00
1,1,476,170,10.0000,3,10.0000,45.00
1,1,476,172,100.0000,3,100.0000,490.00
1,1,476,201,1.0000,3,1.0000,4.00
1,1,477,181,10.0000,3,10.0000,20.00
1,1,780,167,4.0000,6,4.0000,7.00
1,1,780,160,3.0000,6,3.0000,0.00
1,1,4,229,20.0000,8,20.0000,220.00
1,1,478,192,2.0000,3,2.0000,11.00
1,1,478,164,2.0000,3,2.0000,14.00
1,1,781,3,8.0000,6,8.0000,28.00
1,1,781,2,5.0000,6,5.0000,32.00
1,1,781,51,5.0000,6,5.0000,5.00
1,1,781,168,5.0000,6,5.0000,52.00
1,1,781,121,5.0000,6,5.0000,53.00
1,1,781,135,4.0000,6,4.0000,0.00
1,1,781,48,1.0000,6,1.0000,7.00
1,1,782,160,2.0000,6,2.0000,10.00
1,1,782,167,3.0000,6,3.0000,28.00
1,1,782,122,2.0000,6,2.0000,5.00
1,1,153,231,8.0000,5,8.0000,0.00
1,1,154,46,1.0000,5,1.0000,4.00
1,1,479,187,1.0000,3,1.0000,12.00
1,1,480,122,5.0000,3,5.0000,0.00
1,1,481,181,3.0000,3,3.0000,0.00
1,1,481,211,1.0000,3,1.0000,0.00
1,1,482,122,5.0000,3,5.0000,0.00
1,1,482,142,1.0000,3,1.0000,3.00
1,1,483,211,1.0000,3,1.0000,4.00
1,1,483,181,3.0000,3,3.0000,17.00
1,1,484,164,2.0000,3,2.0000,12.00
1,1,484,192,2.0000,3,2.0000,9.00
1,1,485,201,1.0000,3,1.0000,3.00
1,1,485,181,5.0000,3,5.0000,12.00
1,1,485,172,100.0000,3,100.0000,390.00
1,1,783,3,8.0000,6,8.0000,20.00
1,1,783,51,7.0000,6,7.0000,23.00
1,1,784,167,3.0000,6,3.0000,25.00
1,1,784,160,2.0000,6,2.0000,8.00
1,1,486,164,1.0000,3,1.0000,11.00
1,1,486,138,1.0000,3,1.0000,1.00
1,1,487,187,2.0000,3,2.0000,10.00
1,1,488,192,2.0000,3,2.0000,7.00
1,1,488,164,3.0000,3,3.0000,8.00
1,1,785,2,8.0000,6,8.0000,24.00
1,1,785,3,8.0000,6,8.0000,27.00
1,1,785,4,8.0000,6,8.0000,17.00
1,1,785,168,5.0000,6,5.0000,47.00
1,1,785,51,5.0000,6,5.0000,43.00
1,1,786,167,4.0000,6,4.0000,21.00
1,1,786,160,4.0000,6,4.0000,4.00
1,1,786,136,1.0000,6,1.0000,1.00
1,1,489,142,1.0000,3,1.0000,2.00
1,1,490,187,1.0000,3,1.0000,9.00
1,1,490,211,4.0000,3,4.0000,0.00
1,1,491,192,2.0000,3,2.0000,5.00
1,1,491,164,3.0000,3,3.0000,5.00
1,1,491,142,1.0000,3,1.0000,1.00
1,1,491,122,4.0000,3,4.0000,2.00
1,1,491,136,1.0000,3,1.0000,0.00
1,1,492,172,100.0000,3,100.0000,290.00
1,1,492,201,1.0000,3,1.0000,2.00
1,1,787,168,8.0000,6,8.0000,39.00
1,1,5,229,10.0000,8,10.0000,210.00
1,1,5,116,1.0000,8,1.0000,1.00
1,1,493,192,1.0000,3,1.0000,4.00
1,1,493,164,1.0000,3,1.0000,4.00
1,1,494,187,1.0000,3,1.0000,8.00
1,1,788,3,5.0000,6,5.0000,37.00
1,1,788,2,5.0000,6,5.0000,29.00
1,1,788,4,5.0000,6,5.0000,12.00
1,1,789,167,4.0000,6,4.0000,17.00
1,1,789,160,4.0000,6,4.0000,12.00
1,1,789,7,3.0000,6,3.0000,12.00
1,1,790,51,10.0000,6,10.0000,33.00
1,1,790,121,10.0000,6,10.0000,43.00
1,1,790,168,10.0000,6,10.0000,29.00
1,1,790,2,5.0000,6,5.0000,24.00
1,1,790,3,7.0000,6,7.0000,30.00
1,1,791,160,4.0000,6,4.0000,8.00
1,1,791,167,4.0000,6,4.0000,13.00
1,1,6,46,1.0000,8,1.0000,3.00
1,1,495,68,1.0000,3,1.0000,11.00
1,1,496,187,2.0000,3,2.0000,6.00
1,1,497,192,1.0000,3,1.0000,3.00
1,1,497,122,2.0000,3,2.0000,0.00
1,1,792,3,8.0000,6,8.0000,22.00
1,1,792,63,1.0000,6,1.0000,7.00
1,1,792,121,5.0000,6,5.0000,38.00
1,1,793,167,4.0000,6,3.0000,10.00
1,1,793,160,4.0000,6,3.0000,5.00
1,1,794,7,10.0000,6,10.0000,2.00
1,1,498,192,3.0000,3,3.0000,4.00
1,1,498,164,6.0000,3,6.0000,14.00
1,1,498,122,4.0000,3,4.0000,0.00
1,1,498,68,1.0000,3,1.0000,10.00
1,1,499,187,1.0000,3,1.0000,5.00
1,1,499,172,150.0000,3,150.0000,140.00
1,1,499,181,10.0000,3,10.0000,2.00
1,1,500,136,1.0000,3,1.0000,1.00
1,1,795,2,2.0000,6,2.0000,22.00
1,1,795,3,5.0000,6,5.0000,17.00
1,1,795,11,1.0000,6,1.0000,0.00
1,1,155,229,15.0000,5,15.0000,195.00
1,1,501,164,3.0000,3,3.0000,11.00
1,1,501,192,1.0000,3,1.0000,3.00
1,1,502,187,1.0000,3,1.0000,4.00
1,1,796,2,2.0000,6,2.0000,20.00
1,1,796,3,5.0000,6,5.0000,12.00
1,1,796,51,10.0000,6,10.0000,23.00
1,1,797,167,4.0000,6,4.0000,30.00
1,1,797,160,4.0000,6,4.0000,1.00
1,1,797,136,1.0000,6,1.0000,0.00
1,1,503,192,1.0000,3,1.0000,2.00
1,1,503,164,3.0000,3,3.0000,8.00
1,1,504,187,1.0000,3,1.0000,3.00
1,1,504,172,100.0000,3,100.0000,40.00
1,1,798,3,8.0000,6,8.0000,4.00
1,1,798,4,8.0000,6,8.0000,14.00
1,1,798,2,5.0000,6,5.0000,15.00
1,1,798,22,1.0000,6,1.0000,0.00
1,1,799,167,3.0000,6,3.0000,27.00
1,1,799,160,1.0000,6,1.0000,0.00
1,1,156,46,1.0000,5,1.0000,2.00
1,1,800,186,6.0000,6,6.0000,0.00
1,1,800,51,10.0000,6,10.0000,13.00
1,1,800,121,10.0000,6,10.0000,28.00
1,1,800,168,10.0000,6,10.0000,44.00
1,1,505,164,2.0000,3,2.0000,6.00
1,1,505,192,2.0000,3,2.0000,4.00
1,1,505,68,1.0000,3,1.0000,9.00
1,1,506,201,1.0000,3,1.0000,1.00
1,1,506,187,1.0000,3,1.0000,2.00
1,1,506,206,1.0000,3,1.0000,1.00
1,1,507,164,2.0000,3,2.0000,0.00
1,1,507,192,1.0000,3,1.0000,0.00
1,1,801,3,8.0000,6,8.0000,21.00
1,1,801,2,5.0000,6,5.0000,15.00
1,1,801,167,4.0000,6,4.0000,23.00
1,1,801,131,1.0000,6,1.0000,0.00
1,1,508,164,2.0000,3,2.0000,4.00
1,1,508,192,1.0000,3,1.0000,3.00
1,1,508,136,1.0000,3,1.0000,0.00
1,1,508,122,4.0000,3,4.0000,2.00
1,1,802,3,6.0000,6,6.0000,15.00
1,1,802,2,5.0000,6,5.0000,10.00
1,1,803,40,1.0000,6,1.0000,0.00
1,1,803,167,3.0000,6,3.0000,20.00
1,1,157,202,1.0000,5,1.0000,0.00
1,1,509,164,2.0000,3,2.0000,2.00
1,1,509,192,1.0000,3,1.0000,6.00
1,1,510,172,40.0000,3,40.0000,0.00
1,1,510,67,1.0000,3,1.0000,0.00
1,1,804,52,1.0000,6,1.0000,2.00
1,1,804,160,4.0000,6,4.0000,8.00
1,1,804,167,3.0000,6,3.0000,17.00
1,1,804,165,1.0000,6,1.0000,1.00
1,1,805,2,5.0000,6,5.0000,5.00
1,1,805,3,5.0000,6,5.0000,10.00
1,1,158,229,15.0000,5,15.0000,180.00
1,1,806,51,5.0000,6,5.0000,33.00
1,1,511,164,2.0000,3,2.0000,0.00
1,1,511,192,1.0000,3,1.0000,5.00
1,1,512,201,1.0000,3,1.0000,0.00
1,1,512,181,2.0000,3,2.0000,0.00
1,1,807,51,10.0000,6,10.0000,23.00
1,1,807,168,7.0000,6,7.0000,37.00
1,1,807,3,5.0000,6,5.0000,15.00
1,1,807,2,5.0000,6,5.0000,15.00
1,1,808,45,1.0000,6,1.0000,1.00
1,1,159,229,10.0000,5,10.0000,170.00
1,1,159,224,1.0000,5,1.0000,0.00
1,1,513,192,1.0000,3,1.0000,4.00
1,1,809,3,10.0000,6,10.0000,15.00
1,1,809,2,5.0000,6,5.0000,20.00
1,1,809,121,5.0000,6,5.0000,23.00
1,1,809,51,5.0000,6,5.0000,18.00
1,1,809,168,5.0000,6,5.0000,32.00
1,1,810,160,4.0000,6,4.0000,4.00
1,1,810,52,1.0000,6,1.0000,1.00
1,1,810,167,3.0000,6,3.0000,14.00
1,1,810,122,2.0000,6,2.0000,0.00
1,1,160,231,5.0000,5,5.0000,5.00
1,1,514,192,1.0000,3,1.0000,3.00
1,1,514,164,3.0000,3,3.0000,13.00
1,1,515,187,1.0000,3,1.0000,1.00
1,1,811,4,5.0000,6,5.0000,9.00
1,1,516,192,1.0000,3,1.0000,2.00
1,1,516,164,3.0000,3,3.0000,10.00
1,1,812,3,5.0000,6,5.0000,10.00
1,1,812,2,5.0000,6,5.0000,15.00
1,1,812,4,8.0000,6,8.0000,1.00
1,1,813,160,2.0000,6,2.0000,14.00
1,1,813,167,2.0000,6,2.0000,12.00
1,1,813,122,2.0000,6,2.0000,2.00
1,1,517,192,2.0000,3,2.0000,4.00
1,1,517,164,3.0000,3,3.0000,7.00
1,1,517,122,2.0000,3,2.0000,0.00
1,1,518,201,2.0000,3,2.0000,4.00
1,1,518,232,300.0000,3,300.0000,1700.00
1,1,814,48,2.0000,6,2.0000,5.00
1,1,814,35,1.0000,6,1.0000,5.00
1,1,814,3,5.0000,6,5.0000,20.00
1,1,814,4,3.0000,6,3.0000,8.00
1,1,815,160,2.0000,6,2.0000,12.00
1,1,815,167,2.0000,6,2.0000,10.00
1,1,815,141,1.0000,6,1.0000,0.00
1,1,815,142,1.0000,6,1.0000,0.00
1,1,815,51,10.0000,6,0.0000,33.00
1,1,161,199,1.0000,5,1.0000,0.00
1,1,161,206,1.0000,5,1.0000,0.00
1,1,519,164,2.0000,3,2.0000,5.00
1,1,520,181,5.0000,3,5.0000,20.00
1,1,520,176,3.0000,3,3.0000,17.00
1,1,521,192,1.0000,3,1.0000,3.00
1,1,521,164,2.0000,3,2.0000,3.00
1,1,522,176,2.0000,3,2.0000,15.00
1,1,816,3,8.0000,6,8.0000,12.00
1,1,816,2,8.0000,6,8.0000,17.00
1,1,816,4,8.0000,6,8.0000,0.00
1,1,816,51,10.0000,6,10.0000,23.00
1,1,816,168,5.0000,6,5.0000,42.00
1,1,162,231,5.0000,5,5.0000,0.00
1,1,817,160,4.0000,6,4.0000,8.00
1,1,817,167,3.0000,6,3.0000,7.00
1,1,7,234,42.0000,8,42.0000,138.00
1,1,7,229,30.0000,8,30.0000,110.00
1,1,7,226,1.0000,8,1.0000,0.00
1,1,7,228,20.0000,8,20.0000,460.00
1,1,523,164,2.0000,3,2.0000,1.00
1,1,523,192,1.0000,3,1.0000,6.00
1,1,523,122,4.0000,3,4.0000,0.00
1,1,523,136,1.0000,3,1.0000,3.00
1,1,524,176,3.0000,3,3.0000,12.00
1,1,818,3,10.0000,6,10.0000,2.00
1,1,818,2,10.0000,6,10.0000,7.00
1,1,818,51,8.0000,6,8.0000,15.00
1,1,818,47,2.0000,6,2.0000,5.00
1,1,819,167,4.0000,6,4.0000,3.00
1,1,819,160,4.0000,6,4.0000,4.00
1,1,8,234,20.0000,8,20.0000,0.00
1,1,8,228,20.0000,8,20.0000,0.00
1,1,8,233,32.0000,8,32.0000,0.00
1,1,8,229,30.0000,8,30.0000,0.00
1,1,525,136,1.0000,3,1.0000,2.00
1,1,525,68,1.0000,3,1.0000,8.00
1,1,526,198,1.0000,3,1.0000,6.00
1,1,526,232,300.0000,3,300.0000,1400.00
1,1,526,201,1.0000,3,1.0000,3.00
1,1,820,3,2.0000,6,2.0000,0.00
1,1,820,2,7.0000,6,7.0000,0.00
1,1,821,167,3.0000,6,3.0000,0.00
1,1,821,160,2.0000,6,2.0000,2.00
1,1,821,46,1.0000,6,1.0000,3.00
1,1,163,231,9.0000,5,9.0000,0.00
1,1,163,233,48.0000,5,48.0000,0.00
1,1,822,3,10.0000,6,10.0000,0.00
1,1,823,3,10.0000,6,10.0000,5.00
1,1,164,231,9.0000,5,9.0000,1.00
1,1,165,233,48.0000,5,48.0000,152.00
1,1,527,192,2.0000,3,2.0000,4.00
1,1,527,164,1.0000,3,1.0000,0.00
1,1,527,68,1.0000,3,1.0000,7.00
1,1,528,176,4.0000,3,4.0000,8.00
1,1,528,175,1.0000,3,1.0000,0.00
1,1,22,3,5.0000,1,5.0000,0.00
1,1,22,2,5.0000,1,5.0000,0.00
1,1,22,168,5.0000,1,5.0000,0.00
1,1,824,3,5.0000,6,5.0000,5.00
1,1,824,2,5.0000,6,5.0000,5.00
1,1,824,51,5.0000,6,5.0000,40.00
1,1,825,2,10.0000,6,10.0000,0.00
1,1,825,3,10.0000,6,10.0000,0.00
1,1,825,4,10.0000,6,10.0000,5.00
1,1,529,192,2.0000,3,2.0000,6.00
1,1,529,164,2.0000,3,2.0000,14.00
1,1,529,122,4.0000,3,4.0000,0.00
1,1,530,181,2.0000,3,2.0000,18.00
1,1,530,201,1.0000,3,1.0000,2.00
1,1,530,176,1.0000,3,1.0000,7.00
1,1,826,233,13.0000,6,13.0000,0.00
1,1,826,234,13.0000,6,13.0000,0.00
1,1,826,235,13.0000,6,13.0000,0.00
1,1,827,168,15.0000,6,15.0000,37.00
1,1,827,51,5.0000,6,5.0000,35.00
1,1,827,3,5.0000,6,0.0000,5.00
1,1,827,2,5.0000,6,0.0000,5.00
1,1,828,167,6.0000,6,6.0000,18.00
1,1,828,160,4.0000,6,4.0000,10.00
1,1,828,165,1.0000,6,1.0000,0.00
1,1,9,233,13.0000,8,13.0000,139.00
1,1,9,234,13.0000,8,13.0000,145.00
1,1,9,235,13.0000,8,13.0000,1050.00
1,1,531,176,3.0000,3,3.0000,0.00
1,1,531,232,50.0000,3,50.0000,0.00
1,1,532,164,3.0000,3,3.0000,11.00
1,1,532,192,2.0000,3,2.0000,4.00
1,1,533,232,50.0000,3,50.0000,1350.00
1,1,533,176,3.0000,3,3.0000,4.00
1,1,829,2,8.0000,6,8.0000,12.00
1,1,829,3,8.0000,6,8.0000,12.00
1,1,829,119,10.0000,6,10.0000,4.00
1,1,829,51,5.0000,6,5.0000,45.00
1,1,829,168,5.0000,6,5.0000,32.00
1,1,829,121,5.0000,6,5.0000,18.00
1,1,830,160,4.0000,6,4.0000,18.00
1,1,830,167,3.0000,6,3.0000,15.00
1,1,830,136,1.0000,6,1.0000,1.00
1,1,830,122,4.0000,6,4.0000,0.00
1,1,534,192,1.0000,3,1.0000,3.00
1,1,534,164,2.0000,3,2.0000,9.00
1,1,535,176,4.0000,3,4.0000,0.00
1,1,831,2,4.0000,6,4.0000,8.00
1,1,831,3,4.0000,6,4.0000,8.00
1,1,831,168,10.0000,6,10.0000,22.00
1,1,831,51,5.0000,6,5.0000,40.00
1,1,832,167,3.0000,6,3.0000,12.00
1,1,832,160,3.0000,6,3.0000,15.00
1,1,832,52,1.0000,6,1.0000,0.00
1,1,536,164,3.0000,3,3.0000,6.00
1,1,536,192,2.0000,3,2.0000,1.00
1,1,166,234,8.0000,5,8.0000,0.00
1,1,166,233,8.0000,5,8.0000,0.00
1,1,166,235,8.0000,5,8.0000,0.00
1,1,166,229,10.0000,5,10.0000,0.00
1,1,10,234,2.0000,8,2.0000,0.00
1,1,10,233,8.0000,8,8.0000,0.00
1,1,10,235,8.0000,8,8.0000,0.00
1,1,10,229,10.0000,8,10.0000,0.00
1,1,167,235,17.0000,5,17.0000,1033.00
1,1,167,233,17.0000,5,17.0000,122.00
1,1,167,234,11.0000,5,11.0000,134.00
1,1,167,229,10.0000,5,10.0000,130.00
1,1,537,201,1.0000,3,1.0000,1.00
1,1,537,232,200.0000,3,200.0000,1150.00
1,1,537,182,1.0000,3,1.0000,0.00
1,1,537,181,10.0000,3,10.0000,8.00
1,1,833,3,10.0000,6,10.0000,8.00
1,1,833,4,10.0000,6,10.0000,20.00
1,1,833,2,8.0000,6,8.0000,10.00
1,1,834,167,3.0000,6,3.0000,0.00
1,1,834,160,4.0000,6,4.0000,0.00
1,1,834,122,4.0000,6,4.0000,0.00
1,1,834,51,5.0000,6,5.0000,0.00
1,1,834,168,5.0000,6,5.0000,0.00
1,1,168,233,16.0000,5,16.0000,106.00
1,1,168,235,16.0000,5,16.0000,1017.00
1,1,168,234,16.0000,5,16.0000,118.00
1,1,168,229,10.0000,5,10.0000,120.00
1,1,835,168,8.0000,6,8.0000,29.00
1,1,835,51,5.0000,6,5.0000,35.00
1,1,836,167,6.0000,6,6.0000,6.00
1,1,836,160,4.0000,6,4.0000,11.00
1,1,836,136,1.0000,6,1.0000,0.00
1,1,836,122,4.0000,6,4.0000,2.00
1,1,837,3,5.0000,6,5.0000,0.00
1,1,837,2,3.0000,6,3.0000,0.00
1,1,538,192,3.0000,3,3.0000,2.00
1,1,538,164,4.0000,3,4.0000,2.00
1,1,538,122,2.0000,3,2.0000,2.00
1,1,539,201,1.0000,3,1.0000,0.00
1,1,539,232,200.0000,3,200.0000,950.00
1,1,838,2,8.0000,6,8.0000,2.00
1,1,838,3,8.0000,6,8.0000,0.00
1,1,838,4,3.0000,6,3.0000,17.00
1,1,839,167,3.0000,6,3.0000,3.00
1,1,839,160,3.0000,6,3.0000,8.00
1,1,840,3,8.0000,6,8.0000,2.00
1,1,840,2,3.0000,6,3.0000,9.00
1,1,840,51,5.0000,6,5.0000,30.00
1,1,540,122,2.0000,3,2.0000,0.00
1,1,540,192,1.0000,3,1.0000,1.00
1,1,540,136,1.0000,3,1.0000,0.00
1,1,540,164,1.0000,3,1.0000,17.00
1,1,541,176,3.0000,3,3.0000,17.00
1,1,542,164,3.0000,3,3.0000,14.00
1,1,542,192,1.0000,3,1.0000,0.00
1,1,543,176,3.0000,3,3.0000,14.00
1,1,543,181,5.0000,3,5.0000,3.00
1,1,544,176,3.0000,3,3.0000,11.00
1,1,841,3,2.0000,6,2.0000,0.00
1,1,841,168,5.0000,6,5.0000,24.00
1,1,842,167,3.0000,6,3.0000,0.00
1,1,169,229,10.0000,5,10.0000,110.00
1,1,11,233,14.0000,8,14.0000,92.00
1,1,11,235,14.0000,8,14.0000,1003.00
1,1,11,234,14.0000,8,14.0000,104.00
1,1,843,4,5.0000,6,5.0000,12.00
1,1,844,160,2.0000,6,2.0000,6.00
1,1,545,164,2.0000,3,2.0000,12.00
1,1,546,176,2.0000,3,2.0000,9.00
1,1,547,192,2.0000,3,2.0000,2.00
1,1,547,122,4.0000,3,4.0000,0.00
1,1,547,136,1.0000,3,1.0000,0.00
1,1,548,182,1.0000,3,1.0000,0.00
1,1,548,181,3.0000,3,3.0000,0.00
1,1,845,3,10.0000,6,10.0000,5.00
1,1,845,2,5.0000,6,5.0000,14.00
1,1,845,111,2.0000,6,2.0000,0.00
1,1,846,167,3.0000,6,3.0000,0.00
1,1,846,122,1.0000,6,1.0000,0.00
1,1,847,122,1.0000,6,1.0000,0.00
1,1,847,167,3.0000,6,3.0000,21.00
1,1,847,52,1.0000,6,1.0000,2.00
1,1,170,229,10.0000,5,10.0000,100.00
1,1,549,176,2.0000,3,2.0000,7.00
1,1,848,3,5.0000,6,5.0000,0.00
1,1,848,51,5.0000,6,5.0000,25.00
1,1,848,4,3.0000,6,3.0000,7.00
1,1,849,167,3.0000,6,3.0000,18.00
1,1,849,160,4.0000,6,4.0000,0.00
1,1,15,4,2.0000,7,2.0000,7.00
1,1,15,62,2.0000,7,2.0000,8.00
1,1,15,10,1.0000,7,1.0000,0.00
1,1,16,160,2.0000,7,2.0000,0.00
1,1,16,208,1.0000,7,1.0000,4.00
1,1,17,185,6.0000,7,6.0000,54.00
1,1,17,222,2.0000,7,2.0000,0.00
1,1,17,116,1.0000,7,1.0000,0.00
1,1,17,174,1.0000,7,1.0000,3.00
1,1,17,235,26.0000,7,26.0000,977.00
1,1,12,233,13.0000,8,13.0000,0.00
1,1,12,234,13.0000,8,13.0000,0.00
1,1,12,235,10.0000,8,10.0000,0.00
1,1,12,229,10.0000,8,10.0000,0.00
1,1,13,233,13.0000,8,13.0000,79.00
1,1,13,235,13.0000,8,13.0000,964.00
1,1,13,234,13.0000,8,13.0000,91.00
1,1,13,229,10.0000,8,10.0000,90.00
1,1,550,164,2.0000,3,2.0000,10.00
1,1,550,192,2.0000,3,2.0000,0.00
1,1,551,176,2.0000,3,2.0000,5.00
1,1,850,2,5.0000,6,5.0000,0.00
1,1,851,167,3.0000,6,3.0000,0.00
1,1,171,210,150.0000,5,150.0000,0.00
1,1,852,2,5.0000,6,5.0000,9.00
1,1,852,168,5.0000,6,5.0000,29.00
1,1,852,51,5.0000,6,5.0000,20.00
1,1,853,167,3.0000,6,3.0000,15.00
1,1,552,192,1.0000,3,1.0000,0.00
1,1,552,164,2.0000,3,2.0000,8.00
1,1,552,136,1.0000,3,1.0000,0.00
1,1,553,176,2.0000,3,2.0000,3.00
1,1,854,3,10.0000,6,10.0000,5.00
1,1,854,2,5.0000,6,5.0000,8.00
