iiddocument,taxidemisor,tipo_doc,Talonario,NumFactura,documentno,tosend,fecha_emision,taxidreceptor
7613,9.10436E+11,1,1130705549,34748,001-002-000001940,Y,NULL,NULL
7614,9.10436E+11,1,1130705549,34748,001-002-000001940,Y,NULL,NULL
7615,9.10436E+11,1,1130705549,34748,001-002-000001940,N,50:21.5,919551317
7616,9.10436E+11,1,1130705549,34749,001-002-000001941,Y,NULL,NULL
7617,9.10436E+11,1,1130705549,34749,001-002-000001941,Y,NULL,NULL
7618,9.10436E+11,1,1130705549,34749,001-002-000001941,N,13:16.4,905859658
7619,9.10436E+11,1,1130705549,34750,001-002-000001942,Y,NULL,NULL
7620,9.10436E+11,1,1130705549,34750,001-002-000001942,Y,NULL,NULL
7621,9.10436E+11,1,1130705549,34750,001-002-000001942,N,18:41.8,922021423
7622,9.09807E+11,1,1130503926,35991,001-002-000001671,N,45:29.6,907364442
7623,9.10436E+11,1,1130705549,34751,001-002-000001943,Y,NULL,NULL
7624,9.10436E+11,1,1130705549,34751,001-002-000001943,Y,NULL,NULL
7625,9.10436E+11,1,1130705549,34751,001-002-000001943,N,03:44.9,905294369
7626,9.09807E+11,1,1130503926,35992,001-002-000001672,N,05:25.1,905859658
7627,9.09807E+11,1,1130503926,35993,001-002-000001673,N,07:55.3,912959806
7628,9.09807E+11,1,1130503926,35994,001-002-000001674,N,14:20.2,905859658
7629,9.09807E+11,1,1130503926,35995,001-002-000001675,N,21:44.9,701479677
7630,9.09807E+11,1,1130503926,35997,001-002-000001676,N,46:53.0,907941892
7631,9.10436E+11,1,1130705549,34752,001-002-000001944,Y,NULL,NULL
7632,9.10436E+11,1,1130705549,34752,001-002-000001944,Y,NULL,NULL
7633,9.10436E+11,1,1130705549,34752,001-002-000001944,N,17:15.3,1708266406
7634,9.09807E+11,1,1130503926,35998,001-002-000001677,N,06:46.6,906389051
7635,9.09807E+11,1,1130503926,35999,001-002-000001678,N,35:57.6,907575146
7636,9.10436E+11,1,1130705549,34753,001-002-000001945,Y,NULL,NULL
7637,9.10436E+11,1,1130705549,34753,001-002-000001945,Y,NULL,NULL
7638,9.10436E+11,1,1130705549,34753,001-002-000001945,N,34:03.2,906007380
7639,9.10436E+11,1,1130705549,34754,001-002-000001946,Y,NULL,NULL
7640,9.10436E+11,1,1130705549,34754,001-002-000001946,Y,NULL,NULL
7641,9.10436E+11,1,1130705549,34754,001-002-000001946,N,03:24.2,917863516
7642,9.10436E+11,1,1130705549,34755,001-002-000001947,Y,NULL,NULL
7643,9.10436E+11,1,1130705549,34755,001-002-000001947,Y,NULL,NULL
7644,9.10436E+11,1,1130705549,34755,001-002-000001947,N,54:37.5,151630993
7645,9.10436E+11,1,1130705549,34756,001-002-000001948,Y,NULL,NULL
7646,9.10436E+11,1,1130705549,34756,001-002-000001948,Y,NULL,NULL
7647,9.10436E+11,1,1130705549,34756,001-002-000001948,N,10:09.3,918998204
7648,9.09807E+11,1,1130503926,36000,001-002-000001679,N,20:50.7,918047051
7649,9.10436E+11,1,1130705549,34757,001-002-000001949,Y,NULL,NULL
7650,9.10436E+11,1,1130705549,34757,001-002-000001949,Y,NULL,NULL
7651,9.10436E+11,1,1130705549,34757,001-002-000001949,N,23:48.9,913929915
7652,9.09807E+11,1,1130503926,36001,001-002-000001680,N,49:37.2,907689863
7653,9.09807E+11,1,1130503926,36002,001-002-000001681,N,19:55.7,905384319
7654,9.09807E+11,1,1130503926,36003,001-002-000001682,N,30:43.7,904369675
7655,9.09807E+11,1,1130503926,36004,001-002-000001683,N,34:23.1,914368337
7656,9.10436E+11,1,1130705549,34758,001-002-000001950,Y,NULL,NULL
7657,9.10436E+11,1,1130705549,34758,001-002-000001950,Y,NULL,NULL
7658,9.10436E+11,1,1130705549,34758,001-002-000001950,N,13:46.1,912604303
7659,9.10436E+11,1,1130705549,34759,001-002-000001951,Y,NULL,NULL
7660,9.10436E+11,1,1130705549,34759,001-002-000001951,Y,NULL,NULL
7661,9.10436E+11,1,1130705549,34759,001-002-000001951,N,19:47.0,1200589883
7662,9.09807E+11,1,1130503926,36006,001-002-000001684,N,24:13.8,901329631
7663,9.09807E+11,1,1130503926,36007,001-002-000001685,N,43:38.7,907941892
7664,9.09807E+11,1,1130503926,36008,001-002-000001686,N,49:13.4,1708322910
7665,9.10436E+11,1,1130705549,34760,001-002-000001952,Y,NULL,NULL
7666,9.10436E+11,1,1130705549,34760,001-002-000001952,Y,NULL,NULL
7667,9.10436E+11,1,1130705549,34760,001-002-000001952,N,50:09.3,931038921
7668,9.10436E+11,1,1130705549,34761,001-002-000001953,Y,NULL,NULL
7669,9.10436E+11,1,1130705549,34761,001-002-000001953,Y,NULL,NULL
7670,9.10436E+11,1,1130705549,34761,001-002-000001953,N,53:36.4,3.00523E+11
7671,9.10436E+11,1,1130705549,34762,001-002-000001954,Y,NULL,NULL
7672,9.10436E+11,1,1130705549,34762,001-002-000001954,Y,NULL,NULL
7673,9.10436E+11,1,1130705549,34762,001-002-000001954,N,56:14.1,905281465
7674,9.10436E+11,1,1130705549,34763,001-002-000001955,Y,NULL,NULL
7675,9.10436E+11,1,1130705549,34763,001-002-000001955,Y,NULL,NULL
7676,9.10436E+11,1,1130705549,34763,001-002-000001955,N,58:59.5,908898455
7677,9.10436E+11,1,1130705549,34764,001-002-000001956,Y,NULL,NULL
7678,9.10436E+11,1,1130705549,34764,001-002-000001956,Y,NULL,NULL
7679,9.10436E+11,1,1130705549,34764,001-002-000001956,N,59:39.1,1101762795
7680,9.09807E+11,1,1130503926,36009,001-002-000001687,N,36:13.5,906389051
7681,9.10436E+11,1,1130705549,34765,001-002-000001957,Y,NULL,NULL
7682,9.10436E+11,1,1130705549,34765,001-002-000001957,Y,NULL,NULL
7683,9.10436E+11,1,1130705549,34765,001-002-000001957,N,44:03.3,200257418
7684,9.09807E+11,1,1130503926,36010,001-002-000001688,N,44:14.5,905889291
7685,9.10436E+11,1,1130705549,34766,001-002-000001958,Y,NULL,NULL
7686,9.10436E+11,1,1130705549,34766,001-002-000001958,Y,NULL,NULL
7687,9.10436E+11,1,1130705549,34766,001-002-000001958,N,10:43.0,959484080
7688,9.09807E+11,1,1130503926,36011,001-002-000001689,N,27:33.0,1801091263
7689,9.10436E+11,1,1130705549,34768,001-002-000001959,Y,NULL,NULL
7690,9.10436E+11,1,1130705549,34768,001-002-000001959,Y,NULL,NULL
7691,9.10436E+11,1,1130705549,34768,001-002-000001959,N,04:55.9,908888589
7692,9.09807E+11,1,1130503926,36012,001-002-000001690,N,25:07.9,903519312
7693,9.10436E+11,1,1130705549,34769,001-002-000001960,Y,NULL,NULL
7694,9.10436E+11,1,1130705549,34769,001-002-000001960,Y,NULL,NULL
7695,9.10436E+11,1,1130705549,34769,001-002-000001960,N,34:00.4,950061259
7696,9.10436E+11,1,1130705549,34770,001-002-000001961,Y,NULL,NULL
7697,9.10436E+11,1,1130705549,34770,001-002-000001961,Y,NULL,NULL
7698,9.10436E+11,1,1130705549,34770,001-002-000001961,N,56:00.4,916386402
7699,9.09807E+11,1,1130503926,36014,001-002-000001691,N,05:04.4,913929915
7700,9.10436E+11,1,1130705549,34771,001-002-000001962,Y,NULL,NULL
7701,9.10436E+11,1,1130705549,34771,001-002-000001962,Y,NULL,NULL
7702,9.10436E+11,1,1130705549,34771,001-002-000001962,N,03:59.2,910672989
7703,9.09807E+11,1,1130503926,36015,001-002-000001692,N,15:24.6,800040818
7704,9.09807E+11,1,1130503926,36016,001-002-000001693,N,22:10.8,1707681639
7705,9.10436E+11,1,1130705549,34772,001-002-000001963,Y,NULL,NULL
7706,9.10436E+11,1,1130705549,34772,001-002-000001963,Y,NULL,NULL
7707,9.10436E+11,1,1130705549,34772,001-002-000001963,N,34:04.2,910796200
7708,9.10436E+11,1,1130705549,34773,001-002-000001964,Y,NULL,NULL
7709,9.10436E+11,1,1130705549,34773,001-002-000001964,Y,NULL,NULL
7710,9.10436E+11,1,1130705549,34773,001-002-000001964,N,11:25.4,9.18845E+11
7711,9.09807E+11,1,1130503926,36017,001-002-000001694,N,27:46.7,902241330
7712,9.10436E+11,1,1130705549,34774,001-002-000001965,Y,NULL,NULL
7713,9.10436E+11,1,1130705549,34774,001-002-000001965,Y,NULL,NULL
7714,9.10436E+11,1,1130705549,34774,001-002-000001965,N,44:02.4,908908437
7715,9.09807E+11,1,1130503926,36018,001-002-000001695,N,44:07.5,908865686
7716,9.09807E+11,1,1130503926,36019,001-002-000001696,N,22:43.5,906199294
7717,9.09807E+11,1,1130503926,36020,001-002-000001697,N,14:10.9,1305068312
7718,9.10436E+11,1,1130705549,34775,001-002-000001966,Y,NULL,NULL
7719,9.10436E+11,1,1130705549,34775,001-002-000001966,Y,NULL,NULL
7720,9.10436E+11,1,1130705549,34775,001-002-000001966,N,01:26.9,902978535
7721,9.10436E+11,1,1130705549,34776,001-002-000001967,Y,NULL,NULL
7722,9.10436E+11,1,1130705549,34776,001-002-000001967,Y,NULL,NULL
7723,9.10436E+11,1,1130705549,34776,001-002-000001967,N,24:27.5,919732701
7724,9.10436E+11,1,1130705549,34777,001-002-000001968,Y,NULL,NULL
7725,9.10436E+11,1,1130705549,34777,001-002-000001968,Y,NULL,NULL
7726,9.10436E+11,1,1130705549,34777,001-002-000001968,N,04:42.3,920193216
7727,9.09807E+11,1,1130503926,36021,001-002-000001698,N,40:40.5,918544297
7728,9.09807E+11,1,1130503926,36023,001-002-000001699,N,02:01.8,905294369
7729,9.10436E+11,1,1130705549,34778,001-002-000001969,Y,NULL,NULL
7730,9.10436E+11,1,1130705549,34778,001-002-000001969,Y,NULL,NULL
7731,9.10436E+11,1,1130705549,34778,001-002-000001969,N,33:43.5,912802089
7732,9.09807E+11,1,1130503926,36024,001-002-000001700,N,43:17.3,909056137
7733,9.10436E+11,1,1130705549,34779,001-002-000001970,Y,NULL,NULL
7734,9.10436E+11,1,1130705549,34779,001-002-000001970,Y,NULL,NULL
7735,9.10436E+11,1,1130705549,34779,001-002-000001970,N,03:55.7,922021423
7736,9.09807E+11,1,1130503926,36026,001-002-000001701,N,08:18.1,1200589883
7737,9.10436E+11,1,1130705549,34780,001-002-000001971,Y,NULL,NULL
7738,9.10436E+11,1,1130705549,34780,001-002-000001971,Y,NULL,NULL
7739,9.10436E+11,1,1130705549,34780,001-002-000001971,N,48:28.5,909109464
7740,9.09807E+11,1,1130503926,36027,001-002-000001702,N,36:03.1,904416773
7741,9.09807E+11,1,1130503926,36028,001-002-000001703,N,05:47.8,906574082
7742,9.09807E+11,1,1130503926,36029,001-002-000001704,N,53:00.6,914941406
7743,9.09807E+11,1,1130503926,36030,001-002-000001705,N,14:30.7,923477889
7744,9.10436E+11,1,1130705549,34781,001-002-000001972,Y,NULL,NULL
7745,9.10436E+11,1,1130705549,34781,001-002-000001972,Y,NULL,NULL
7746,9.10436E+11,1,1130705549,34781,001-002-000001972,N,49:24.9,902156678
7747,9.10436E+11,1,1130705549,34782,001-002-000001973,Y,NULL,NULL
7748,9.10436E+11,1,1130705549,34782,001-002-000001973,Y,NULL,NULL
7749,9.10436E+11,1,1130705549,34782,001-002-000001973,N,47:38.8,908067069
7750,9.09807E+11,1,1130503926,36031,001-002-000001706,N,18:39.8,908067069
7751,9.09807E+11,1,1130503926,36032,001-002-000001707,N,02:27.4,9.0883E+11
7752,9.10436E+11,1,1130705549,34783,001-002-000001974,Y,NULL,NULL
7753,9.10436E+11,1,1130705549,34783,001-002-000001974,Y,NULL,NULL
7754,9.10436E+11,1,1130705549,34783,001-002-000001974,N,01:47.3,922930367
7755,9.10436E+11,1,1130705549,34784,001-002-000001975,Y,NULL,NULL
7756,9.10436E+11,1,1130705549,34784,001-002-000001975,Y,NULL,NULL
7757,9.10436E+11,1,1130705549,34784,001-002-000001975,N,15:53.1,103056982
7758,9.10436E+11,1,1130705549,34785,001-002-000001976,Y,NULL,NULL
7759,9.10436E+11,1,1130705549,34785,001-002-000001976,Y,NULL,NULL
7760,9.10436E+11,1,1130705549,34785,001-002-000001976,N,32:13.8,1250195730
7761,9.10436E+11,1,1130705549,34786,001-002-000001977,Y,NULL,NULL
7762,9.10436E+11,1,1130705549,34786,001-002-000001977,Y,NULL,NULL
7763,9.10436E+11,1,1130705549,34786,001-002-000001977,N,52:05.4,9.12779E+11
7764,9.09807E+11,1,1130503926,36033,001-002-000001708,N,07:18.5,905294369
7765,9.09807E+11,1,1130503926,36034,001-002-000001709,N,08:21.5,905294369
7766,9.10436E+11,1,1130705549,34787,001-002-000001978,Y,NULL,NULL
7767,9.10436E+11,1,1130705549,34787,001-002-000001978,Y,NULL,NULL
7768,9.10436E+11,1,1130705549,34787,001-002-000001978,N,30:45.6,930973235
7769,9.09807E+11,1,1130503926,36035,001-002-000001710,N,14:13.1,905735973
7770,9.10436E+11,1,1130705549,34788,001-002-000001979,Y,NULL,NULL
7771,9.10436E+11,1,1130705549,34788,001-002-000001979,Y,NULL,NULL
7772,9.10436E+11,1,1130705549,34788,001-002-000001979,N,19:56.2,1306549468
7773,9.10436E+11,1,1130705549,34789,001-002-000001980,Y,NULL,NULL
7774,9.10436E+11,1,1130705549,34789,001-002-000001980,Y,NULL,NULL
7775,9.10436E+11,1,1130705549,34789,001-002-000001980,N,52:50.8,1801218213
7776,9.10436E+11,1,1130705549,34790,001-002-000001981,Y,NULL,NULL
7777,9.10436E+11,1,1130705549,34790,001-002-000001981,Y,NULL,NULL
7778,9.10436E+11,1,1130705549,34790,001-002-000001981,N,06:35.9,921009932
7779,9.10436E+11,1,1130705549,34791,001-002-000001982,Y,NULL,NULL
7780,9.10436E+11,1,1130705549,34791,001-002-000001982,Y,NULL,NULL
7781,9.10436E+11,1,1130705549,34791,001-002-000001982,N,29:21.5,703979294
7782,9.09807E+11,1,1130503926,36037,001-002-000001711,N,20:08.3,914368337
7783,9.09807E+11,1,1130503926,36038,001-002-000001712,N,39:28.1,905947909
7784,9.09807E+11,1,1130503926,36039,001-002-000001713,N,40:45.3,200403715
7785,9.09807E+11,1,1130503926,36040,001-002-000001714,N,44:00.8,916536956
7786,9.09807E+11,1,1130503926,36041,001-002-000001715,N,53:13.1,921572921
7787,9.09807E+11,1,1130503926,36042,001-002-000001716,N,18:01.7,1.00058E+12
7788,9.10436E+11,1,1130705549,34792,001-002-000001983,Y,NULL,NULL
7789,9.10436E+11,1,1130705549,34792,001-002-000001983,Y,NULL,NULL
7790,9.10436E+11,1,1130705549,34792,001-002-000001983,N,35:33.1,914203575
7791,9.10436E+11,1,1130705549,34793,001-002-000001984,Y,NULL,NULL
7792,9.10436E+11,1,1130705549,34793,001-002-000001984,Y,NULL,NULL
7793,9.10436E+11,1,1130705549,34793,001-002-000001984,N,37:45.4,920160926
7794,9.10436E+11,1,1130705549,34794,001-002-000001985,Y,NULL,NULL
7795,9.10436E+11,1,1130705549,34794,001-002-000001985,Y,NULL,NULL
7796,9.10436E+11,1,1130705549,34794,001-002-000001985,N,26:38.8,914767199
7797,9.09807E+11,1,1130503926,36043,001-002-000001717,N,59:47.0,1101762795
7798,9.09807E+11,1,1130503926,36044,001-002-000001718,N,03:53.0,901883504
7799,9.10436E+11,1,1130705549,34795,001-002-000001986,Y,NULL,NULL
7800,9.10436E+11,1,1130705549,34795,001-002-000001986,Y,NULL,NULL
7801,9.10436E+11,1,1130705549,34795,001-002-000001986,N,18:11.0,900259451
7802,9.10436E+11,1,1130705549,34796,001-002-000001987,Y,NULL,NULL
7803,9.10436E+11,1,1130705549,34796,001-002-000001987,Y,NULL,NULL
7804,9.10436E+11,1,1130705549,34796,001-002-000001987,N,46:57.1,905335287
7805,9.10436E+11,1,1130705549,34797,001-002-000001988,Y,NULL,NULL
7806,9.10436E+11,1,1130705549,34797,001-002-000001988,Y,NULL,NULL
7807,9.10436E+11,1,1130705549,34797,001-002-000001988,N,40:04.8,906882592
7808,9.09807E+11,1,1130503926,36045,001-002-000001719,N,05:34.6,12017488804
7809,9.10436E+11,1,1130705549,34798,001-002-000001989,Y,NULL,NULL
7810,9.10436E+11,1,1130705549,34798,001-002-000001989,Y,NULL,NULL
7811,9.10436E+11,1,1130705549,34798,001-002-000001989,N,40:21.8,919666511
7812,9.09807E+11,1,1130503926,36046,001-002-000001720,N,11:07.9,900809187
7813,9.10436E+11,1,1130705549,34799,001-002-000001990,Y,NULL,NULL
7814,9.10436E+11,1,1130705549,34799,001-002-000001990,Y,NULL,NULL
7815,9.10436E+11,1,1130705549,34799,001-002-000001990,N,10:35.8,915843478
7816,9.09807E+11,1,1130503926,36047,001-002-000001721,N,20:01.6,903445922
7817,9.09807E+11,1,1130503926,36048,001-002-000001722,N,37:24.1,1.80213E+12
7818,9.10436E+11,1,1130705549,34800,001-002-000001991,Y,NULL,NULL
7819,9.10436E+11,1,1130705549,34800,001-002-000001991,Y,NULL,NULL
7820,9.10436E+11,1,1130705549,34800,001-002-000001991,N,52:22.7,900882093
7821,9.09807E+11,1,1130503926,36049,001-002-000001723,N,01:56.2,9.13525E+11
7822,9.09807E+11,1,1130503926,36050,001-002-000001724,N,35:21.7,910788058
7823,9.09807E+11,1,1130503926,36051,001-002-000001725,N,38:21.9,911328136
7824,9.09807E+11,1,1130503926,36052,001-002-000001726,N,26:41.4,1315703460
7825,9.09807E+11,1,1130503926,36053,001-002-000001727,N,09:38.7,905058947
7826,9.10436E+11,1,1130705549,34801,001-002-000001992,Y,NULL,NULL
7827,9.10436E+11,1,1130705549,34801,001-002-000001992,Y,NULL,NULL
7828,9.10436E+11,1,1130705549,34801,001-002-000001992,N,43:11.6,9.05066E+11
7829,9.10436E+11,1,1130705549,34802,001-002-000001993,Y,NULL,NULL
7830,9.10436E+11,1,1130705549,34802,001-002-000001993,Y,NULL,NULL
7831,9.10436E+11,1,1130705549,34802,001-002-000001993,N,01:42.4,907803803
7832,9.10436E+11,1,1130705549,34803,001-002-000001994,Y,NULL,NULL
7833,9.10436E+11,1,1130705549,34803,001-002-000001994,Y,NULL,NULL
7834,9.10436E+11,1,1130705549,34803,001-002-000001994,N,14:49.5,911752384
7835,9.10436E+11,1,1130705549,34804,001-002-000001995,Y,NULL,NULL
7836,9.10436E+11,1,1130705549,34804,001-002-000001995,Y,NULL,NULL
7837,9.10436E+11,1,1130705549,34804,001-002-000001995,N,29:33.6,9.20471E+11
7838,9.10436E+11,1,1130705549,34805,001-002-000001996,Y,NULL,NULL
7839,9.10436E+11,1,1130705549,34805,001-002-000001996,Y,NULL,NULL
7840,9.10436E+11,1,1130705549,34805,001-002-000001996,N,49:40.8,916512767
7841,9.10436E+11,1,1130705549,34806,001-002-000001997,Y,NULL,NULL
7842,9.10436E+11,1,1130705549,34806,001-002-000001997,Y,NULL,NULL
7843,9.10436E+11,1,1130705549,34806,001-002-000001997,N,22:32.1,905059515
7844,9.09807E+11,1,1130503926,36054,001-002-000001728,N,34:45.9,960383081
7845,9.09807E+11,1,1130503926,36055,001-002-000001729,N,19:34.2,1300102355
7846,9.10436E+11,1,1130705549,34807,001-002-000001998,Y,NULL,NULL
7847,9.10436E+11,1,1130705549,34807,001-002-000001998,Y,NULL,NULL
7848,9.10436E+11,1,1130705549,34807,001-002-000001998,N,42:14.0,1312802000
7849,9.10436E+11,1,1130705549,34808,001-002-000001999,Y,NULL,NULL
7850,9.10436E+11,1,1130705549,34808,001-002-000001999,Y,NULL,NULL
7851,9.10436E+11,1,1130705549,34808,001-002-000001999,N,47:48.1,917863516
7852,9.09807E+11,1,1130503926,36056,001-002-000001730,N,51:19.9,800040818
7853,9.09807E+11,1,1130503926,36057,001-002-000001731,N,25:50.0,1202096408
7854,9.10436E+11,1,1130705549,34809,001-002-000002000,Y,NULL,NULL
7855,9.10436E+11,1,1130705549,34809,001-002-000002000,Y,NULL,NULL
7856,9.10436E+11,1,1130705549,34809,001-002-000002000,N,31:26.4,920584000
7857,9.09807E+11,1,1130503926,36058,001-002-000001732,N,46:36.2,914941406
7858,9.09807E+11,1,1130503926,36059,001-002-000001733,N,49:51.9,9.19119E+11
7859,9.09807E+11,1,1130503926,36060,001-002-000001734,N,56:07.6,906648555
7860,9.09807E+11,1,1130503926,36061,001-002-000001735,N,19:16.2,1712288610
7861,9.10436E+11,1,1130705549,34811,001-002-000002001,Y,NULL,NULL
7862,9.10436E+11,1,1130705549,34811,001-002-000002001,Y,NULL,NULL
7863,9.10436E+11,1,1130705549,34811,001-002-000002001,N,49:07.8,902966696
7864,9.10436E+11,1,1130705549,34812,001-002-000002002,Y,NULL,NULL
7865,9.10436E+11,1,1130705549,34812,001-002-000002002,Y,NULL,NULL
7866,9.10436E+11,1,1130705549,34812,001-002-000002002,N,08:47.9,9.3139E+11
7867,9.10436E+11,1,1130705549,34813,001-002-000002003,Y,NULL,NULL
7868,9.10436E+11,1,1130705549,34813,001-002-000002003,Y,NULL,NULL
7869,9.10436E+11,1,1130705549,34813,001-002-000002003,N,24:20.0,931490049
7870,9.10436E+11,1,1130705549,34814,001-002-000002004,Y,NULL,NULL
7871,9.10436E+11,1,1130705549,34814,001-002-000002004,Y,NULL,NULL
7872,9.10436E+11,1,1130705549,34814,001-002-000002004,N,54:09.2,9.0698E+11
7873,9.09807E+11,1,1130503926,36062,001-002-000001736,N,03:33.8,904824000
7874,9.10436E+11,1,1130705549,34815,001-002-000002005,Y,NULL,NULL
7875,9.10436E+11,1,1130705549,34815,001-002-000002005,Y,NULL,NULL
7876,9.10436E+11,1,1130705549,34815,001-002-000002005,N,21:47.8,912542545
7877,9.09807E+11,1,1130503926,36063,001-002-000001737,N,24:09.2,1315703460
7878,9.10436E+11,1,1130705549,34816,001-002-000002006,Y,NULL,NULL
7879,9.10436E+11,1,1130705549,34816,001-002-000002006,Y,NULL,NULL
7880,9.10436E+11,1,1130705549,34816,001-002-000002006,N,41:11.7,914767199
7881,9.10436E+11,1,1130705549,34817,001-002-000002007,Y,NULL,NULL
7882,9.10436E+11,1,1130705549,34817,001-002-000002007,Y,NULL,NULL
7883,9.10436E+11,1,1130705549,34817,001-002-000002007,N,44:32.8,905168340
7884,9.10436E+11,1,1130705549,34818,001-002-000002008,Y,NULL,NULL
7885,9.10436E+11,1,1130705549,34818,001-002-000002008,Y,NULL,NULL
7886,9.10436E+11,1,1130705549,34818,001-002-000002008,N,47:30.0,1200589883
7887,9.10436E+11,1,1130705549,34819,001-002-000002009,Y,NULL,NULL
7888,9.10436E+11,1,1130705549,34819,001-002-000002009,Y,NULL,NULL
7889,9.10436E+11,1,1130705549,34819,001-002-000002009,N,52:09.6,902156678
7890,9.10436E+11,1,1130705549,34820,001-002-000002010,Y,NULL,NULL
7891,9.10436E+11,1,1130705549,34820,001-002-000002010,Y,NULL,NULL
7892,9.10436E+11,1,1130705549,34820,001-002-000002010,N,00:03.4,923394498
7893,9.10436E+11,1,1130705549,34821,001-002-000002011,Y,NULL,NULL
7894,9.10436E+11,1,1130705549,34821,001-002-000002011,Y,NULL,NULL
7895,9.10436E+11,1,1130705549,34821,001-002-000002011,N,04:51.4,1202096408
7896,9.09807E+11,1,1130503926,36064,001-002-000001738,N,23:03.7,913104717
7897,9.09807E+11,1,1130503926,36065,001-002-000001739,N,59:38.2,917538746
7898,9.10436E+11,1,1130705549,34823,001-002-000002012,Y,NULL,NULL
7899,9.10436E+11,1,1130705549,34823,001-002-000002012,Y,NULL,NULL
7900,9.10436E+11,1,1130705549,34823,001-002-000002012,N,22:02.4,917548109
7901,9.10436E+11,1,1130705549,34824,001-002-000002013,Y,NULL,NULL
7902,9.10436E+11,1,1130705549,34824,001-002-000002013,Y,NULL,NULL
7903,9.10436E+11,1,1130705549,34824,001-002-000002013,N,53:07.0,909068462
7904,9.10436E+11,1,1130705549,34825,001-002-000002014,Y,NULL,NULL
7905,9.10436E+11,1,1130705549,34825,001-002-000002014,Y,NULL,NULL
7906,9.10436E+11,1,1130705549,34825,001-002-000002014,N,58:12.9,918142050
7907,9.09807E+11,1,1130503926,36066,001-002-000001740,N,02:41.2,1307887677
7908,9.10436E+11,1,1130705549,34826,001-002-000002015,Y,NULL,NULL
7909,9.10436E+11,1,1130705549,34826,001-002-000002015,Y,NULL,NULL
7910,9.10436E+11,1,1130705549,34826,001-002-000002015,N,09:58.2,924990807
7911,9.09807E+11,1,1130503926,36067,001-002-000001741,N,23:12.8,914368337
7912,9.10436E+11,1,1130705549,34827,001-002-000002016,Y,NULL,NULL
7913,9.10436E+11,1,1130705549,34827,001-002-000002016,Y,NULL,NULL
7914,9.10436E+11,1,1130705549,34827,001-002-000002016,N,25:47.3,907695324
7915,9.09807E+11,1,1130503926,36068,001-002-000001742,N,44:19.8,9.21701E+11
7916,9.10436E+11,1,1130705549,34828,001-002-000002017,Y,NULL,NULL
7917,9.10436E+11,1,1130705549,34828,001-002-000002017,Y,NULL,NULL
7918,9.10436E+11,1,1130705549,34828,001-002-000002017,N,06:31.4,909068462
7919,9.09807E+11,1,1130503926,36069,001-002-000001743,N,08:18.1,913629044
7920,9.09807E+11,1,1130503926,36070,001-002-000001744,N,09:02.6,200403715
7921,9.10436E+11,1,1130705549,34829,001-002-000002018,Y,NULL,NULL
7922,9.10436E+11,1,1130705549,34829,001-002-000002018,Y,NULL,NULL
7923,9.10436E+11,1,1130705549,34829,001-002-000002018,N,22:52.7,907695324
7924,9.10436E+11,1,1130705549,34830,001-002-000002019,Y,NULL,NULL
7925,9.10436E+11,1,1130705549,34830,001-002-000002019,Y,NULL,NULL
7926,9.10436E+11,1,1130705549,34830,001-002-000002019,N,32:05.9,7.02763E+11
7927,9.09807E+11,1,1130503926,36071,001-002-000001745,N,38:03.9,913544219
7928,9.09807E+11,1,1130503926,36072,001-002-000001746,N,42:25.8,9.09584E+11
7929,9.09807E+11,1,1130503926,36073,001-002-000001747,N,45:08.5,1204811622
7930,9.09807E+11,1,1130503926,36074,001-002-000001748,N,53:03.4,1200589883
7931,9.09807E+11,1,1130503926,36075,001-002-000001749,N,54:36.1,919727198
7932,9.10436E+11,1,1130705549,34831,001-002-000002020,Y,NULL,NULL
7933,9.10436E+11,1,1130705549,34831,001-002-000002020,Y,NULL,NULL
7934,9.10436E+11,1,1130705549,34831,001-002-000002020,N,23:51.5,900809187
7935,9.10436E+11,1,1130705549,34832,001-002-000002021,Y,NULL,NULL
7936,9.10436E+11,1,1130705549,34832,001-002-000002021,Y,NULL,NULL
7937,9.10436E+11,1,1130705549,34832,001-002-000002021,N,39:25.9,914022058
7938,9.10436E+11,1,1130705549,34833,001-002-000002022,Y,NULL,NULL
7939,9.10436E+11,1,1130705549,34833,001-002-000002022,Y,NULL,NULL
7940,9.10436E+11,1,1130705549,34833,001-002-000002022,N,06:23.5,910989656
7941,9.10436E+11,1,1130705549,34834,001-002-000002023,Y,NULL,NULL
7942,9.10436E+11,1,1130705549,34834,001-002-000002023,Y,NULL,NULL
7943,9.10436E+11,1,1130705549,34834,001-002-000002023,N,46:36.6,926807249
7944,9.09807E+11,1,1130503926,36076,001-002-000001750,N,01:33.6,919526012
7945,9.09807E+11,1,1130503926,36077,001-002-000001751,N,05:24.5,902933373
7946,9.10436E+11,1,1130705549,34835,001-002-000002024,Y,NULL,NULL
7947,9.10436E+11,1,1130705549,34835,001-002-000002024,Y,NULL,NULL
7948,9.10436E+11,1,1130705549,34835,001-002-000002024,N,15:09.7,905256939
7949,9.10436E+11,1,1130705549,34836,001-002-000002025,Y,NULL,NULL
7950,9.10436E+11,1,1130705549,34836,001-002-000002025,Y,NULL,NULL
7951,9.10436E+11,1,1130705549,34836,001-002-000002025,N,12:24.2,9.2014E+11
7952,9.09807E+11,1,1130503926,36078,001-002-000001752,N,15:20.2,921519492
7953,9.10436E+11,1,1130705549,34837,001-002-000002026,Y,NULL,NULL
7954,9.10436E+11,1,1130705549,34837,001-002-000002026,Y,NULL,NULL
